date_time_(UTC)	channel	duration	https://archive.org/details/	text
2021-09-28 00:00:00	CNNW	27	CNNW_20210927_230000_Erin_Burnett_OutFront/start/3600	DISPATCH AUDIO SHEDS MORE LIGHT ON WHAT POLICE WERE TOLD ABOUT. MID-AUGUST \"ALTERCATION\" BETWEEN GABBY PETITO AND BRIAN LAUNDRIE\nA STRANGER OFFERS AN AFGHAN AMERICAN THE CHANCE TO. ESCAPE KABUL. WHAT SHE DOESN'T KNOW: THE CIA IS INVOLVED\nAFGHAN AMERICAN RECOUNTS...
2021-09-28 00:01:00	FOXNEWSW	10	FOXNEWSW_20210928_000000_Tucker_Carlson_Tonight/start/60	WE USED TO BE AN ENTHUSIASTICALLY CHRISTIAN NATION
2021-09-28 00:02:00	CNNW	28	CNNW_20210928_000000_Anderson_Cooper_360/start/120	SENATE REPUBLICANS BLOCK MEASURE TO FUND GOVERNMENT, AVERT SHUTDOWN\nHOUSE DEMS HUDDLE OVER MAKE-OR-BREAK LEGISLATION FOR BIDEN AGENDA\nTWO HOUSE PROGRESSIVES SIGNAL THEY COULD VOTE FOR. INFRASTRUCTURE...
2021-09-28 00:03:00	CNNW	38	CNNW_20210928_000000_Anderson_Cooper_360/start/180	SENATE REPUBLICANS BLOCK MEASURE TO FUND GOVERNMENT, AVERT SHUTDOWN\nTWO HOUSE PROGRESSIVES SIGNAL THEY COULD VOTE FOR. INFRASTRUCTURE BEFORE SENATE PASSES RECONCILIATION
2021-09-28 00:03:00	FOXNEWSW	12	FOXNEWSW_20210928_000000_Tucker_Carlson_Tonight/start/180	NO ONE VOTED FOR NY GOVERNOR KATHY HOCHUL
2021-09-28 00:04:00	CNNW	62	CNNW_20210928_000000_Anderson_Cooper_360/start/240	TWO HOUSE PROGRESSIVES SIGNAL THEY COULD VOTE FOR. INFRASTRUCTURE BEFORE SENATE PASSES RECONCILIATION
2021-09-28 00:04:00	MSNBCW	23	MSNBCW_20210928_000000_All_In_With_Chris_Hayes/start/240	. HOW & WHERE DELTA IS BEING CRUSHED IN THE U.S.\nTHE NEW YORK TIMES
2021-09-28 00:05:00	CNNW	35	CNNW_20210928_000000_Anderson_Cooper_360/start/300	HOUSE DEMS HUDDLE OVER MAKE-OR-BREAK LEGISLATION FOR BIDEN AGENDA\nTWO HOUSE PROGRESSIVES SIGNAL THEY COULD VOTE FOR. INFRASTRUCTURE BEFORE SENATE PASSES RECONCILIATION\nHOUSE DEMS HUDDLE OVER...
2021-09-28 00:05:00	MSNBCW	53	MSNBCW_20210928_000000_All_In_With_Chris_Hayes/start/300	. THE SMALL BUT LOUD ANTI-VAX MINORITY DICTATING PROTOCOL\nTHE NEW YORK TIMES
2021-09-28 00:06:00	CNNW	48	CNNW_20210928_000000_Anderson_Cooper_360/start/360	HOUSE DEMS HUDDLE OVER MAKE-OR-BREAK LEGISLATION FOR BIDEN AGENDA\nHOUSE DEMS HUDDLE OVER MAKE-OR-BREAK LEGISLATION FOR BIDEN AGENDA. . John Podesta | Founder and President, Center for American...
