date_time_(UTC)	channel	duration	https://archive.org/details/	text
2020-12-29 00:00:00	FOXNEWSW	3	FOXNEWSW_20201228_230000_Special_Report_With_Bret_Baier/start/3600	b, V \\7 -~,. \\ the storv with Martha. MacCallum\u201c
2020-12-29 00:01:00	CNNW	6	CNNW_20201229_000000_Erin_Burnett_OutFront/start/60	HOUSE HAS ENOUGH VOTES TO OVERRIDE TRUMP'S DEFENSE BILL VEI'O
2020-12-29 00:03:00	FOXNEWSW	8	FOXNEWSW_20201229_000000_The_Story_With_Martha_MacCallum/start/180	. AMERICA'S SHIFTING POLITICAL LANDSCAPE. . W
2020-12-29 00:04:00	CNNW	6	CNNW_20201229_000000_Erin_Burnett_OutFront/start/240	HOUSE ON TRACK TO OVERRIDE TRUMP'S DEFENSE BILL VETO;. PASSES BILL TO INCREASE STIMULUS CHECKS TO $2,OOO
2020-12-29 00:07:00	BBCNEWS	4	BBCNEWS_20201229_000000_BBC_World_News/start/420	US Covid relief bill. House votes to raise individual aid payout to $2,OOO
2020-12-29 00:08:00	BBCNEWS	10	BBCNEWS_20201229_000000_BBC_World_News/start/480	Biden security row. Joe Biden says his team 'not getting key information'
2020-12-29 00:09:00	BBCNEWS	13	BBCNEWS_20201229_000000_BBC_World_News/start/540	Coronavirus: Europe. EU begins vaccination programme
2020-12-29 00:09:00	CNNW	10	CNNW_20201229_000000_Erin_Burnett_OutFront/start/540	HOUSE ON TRACK TO OVERRIDE TRUMP'S DEFENSE BILL VETO,. WITH MORE THAN 1OO REPUBLICANS SIDING WITH DEMOCRATS
2020-12-29 00:10:00	BBCNEWS	9	BBCNEWS_20201229_000000_BBC_World_News/start/600	EH. NEWS
2020-12-29 00:11:00	BBCNEWS	6	BBCNEWS_20201229_000000_BBC_World_News/start/660	South Africa Coronavirus restrictions. Total number of cases passed 1 million on Sunday\nSouth Africa Coronavirus restrictions. Rules to be toughened up as new variant spreads
2020-12-29 00:12:00	BBCNEWS	10	BBCNEWS_20201229_000000_BBC_World_News/start/720	South Africa Coronavirus restrictions. Face masks will be compulsory in public spaces
2020-12-29 00:12:00	CNNW	11	CNNW_20201229_000000_Erin_Burnett_OutFront/start/720	HOUSE VOTES TO OVERRIDE TRUMP'S DEFENSE BILL VETO, WITH. 1O9 REPUBLICANS SIDING WITH DEMOCRATS IN REBUKE OF TRUMP
2020-12-29 00:13:00	FOXNEWSW	4	FOXNEWSW_20201229_000000_The_Story_With_Martha_MacCallum/start/780	SFBENZ.COM
2020-12-29 00:14:00	CNNW	5	CNNW_20201229_000000_Erin_Burnett_OutFront/start/840	)UT NEXT
2020-12-29 00:14:00	FOXNEWSW	33	FOXNEWSW_20201229_000000_The_Story_With_Martha_MacCallum/start/840	BIDEN CALLS FOR COALITION TO CONFRONT CHINA THREAT. . W
2020-12-29 00:15:00	BBCNEWS	7	BBCNEWS_20201229_000000_BBC_World_News/start/900	EH. NEWS
2020-12-29 00:17:00	CNNW	13	CNNW_20201229_000000_Erin_Burnett_OutFront/start/1020	U.S. HITS RECORD CORONAVIRUS HOSPITALIZATIONS
2020-12-29 00:17:00	FOXNEWSW	9	FOXNEWSW_20201229_000000_The_Story_With_Martha_MacCallum/start/1020	. GEN KEANE ON BIDEN PLAN TO CONFRONT CHINA THREAT. . W
2020-12-29 00:18:00	CNNW	8	CNNW_20201229_000000_Erin_Burnett_OutFront/start/1080	U.S. HITS RECORD CORONAVIRUS HOSPITALIZATIONS; 27TH. CONSECUTIVE DAY HOSPITALIZATIONS HAVE BEEN ABOVE 1OOK
2020-12-29 00:19:00	FOXNEWSW	7	FOXNEWSW_20201229_000000_The_Story_With_Martha_MacCallum/start/1140	. BIDEN CALLS FOR COALITION TO CONFRONT CHINA THREAT. . W
2020-12-29 00:20:00	FOXNEWSW	12	FOXNEWSW_20201229_000000_The_Story_With_Martha_MacCallum/start/1200	. WHITE HOUSE TRADE ADVISOR ON CHINA'S AMBITIONS. . W
2020-12-29 00:21:00	CNNW	5	CNNW_20201229_000000_Erin_Burnett_OutFront/start/1260	William Haseltine I Chair and President, ACCESS Health International
2020-12-29 00:21:00	FOXNEWSW	3	FOXNEWSW_20201229_000000_The_Story_With_Martha_MacCallum/start/1260	NATIONAL SECURITY ANALYST: CHINA HAS. . STRATEGICALLY CAPTURED OUR SUPPLY CHAIN. W
2020-12-29 00:22:00	CNNW	7	CNNW_20201229_000000_Erin_Burnett_OutFront/start/1320	U.S. HITS RECORD CORONAVIRUS HOSPITALIZATIONS AS. DECEMBER BECOMES THE DEADLIEST MONTH OF THE PANDEMIC
2020-12-29 00:27:00	CNNW	7	CNNW_20201229_000000_Erin_Burnett_OutFront/start/1620	POLICE RELEASE NEW BODY CAM VIDEO OF NASHVILLE BOMBING
2020-12-29 00:28:00	FOXNEWSW	8	FOXNEWSW_20201229_000000_The_Story_With_Martha_MacCallum/start/1680	INVESTIGATORS DIG FOR NASHVILLE BOMBER'S MOTIVES. . W
2020-12-29 00:30:00	FOXNEWSW	4	FOXNEWSW_20201229_000000_The_Story_With_Martha_MacCallum/start/1800	BATHFITTER.COM
2020-12-29 00:31:00	CNNW	4	CNNW_20201229_000000_Erin_Burnett_OutFront/start/1860	NEIGHBOR: BOMBING SUSPECT PREDICTED \"I\u2019M GOING. TO BE SO FAMOUS NASHVILLE WILL NEVER FORGET ME\u201d
2020-12-29 00:32:00	CNNW	4	CNNW_20201229_000000_Erin_Burnett_OutFront/start/1920	Rick Laude I Has lived near Nashville bombing suspect since 2O1O\nNEIGHBOR: BOMBING SUSPECT PREDICTED \"I\u2019M GOING. TO BE SO FAMOUS NASHVILLE WILL NEVER FORGET ME\
2020-12-29 00:33:00	CNNW	13	CNNW_20201229_000000_Erin_Burnett_OutFront/start/1980	NEIGHBOR: BOMBING SUSPECT PREDICTED \"I\u2019M GOING. TO BE SO FAMOUS NASHVILLE WILL NEVER FORGET ME\u201d
2020-12-29 00:33:00	FOXNEWSW	10	FOXNEWSW_20201229_000000_The_Story_With_Martha_MacCallum/start/1980	I THE EFFECTIVENESS OF COVID-I9 LOCKDOWNS. . ' '
2020-12-29 00:34:00	CNNW	5	CNNW_20201229_000000_Erin_Burnett_OutFront/start/2040	Rick Laude I Has lived near Nashville bombing suspect since 2O1O
2020-12-29 00:35:00	CNNW	4	CNNW_20201229_000000_Erin_Burnett_OutFront/start/2100	NEIGHBOR: BOMBING SUSPECT PREDICTED \"I\u2019M GOING. TO BE SO FAMOUS NASHVILLE WILL NEVER FORGET ME\u201d
2020-12-29 00:35:00	FOXNEWSW	6	FOXNEWSW_20201229_000000_The_Story_With_Martha_MacCallum/start/2100	GOV NEWSOM: THERE IS EVIDENCE LOCKDOWNS WORK. . ,\u2014_
2020-12-29 00:39:00	FOXNEWSW	10	FOXNEWSW_20201229_000000_The_Story_With_Martha_MacCallum/start/2340	CA SEES COVID SURGE DESPITE STRICT RESTRICTIONS. . Iii
