date_time_(UTC)	channel	duration	https://archive.org/details/	text
2020-11-17 00:01:00	CNNW	7	CNNW_20201117_000000_Erin_Burnett_OutFront/start/60	BIDEN: \"MORE PEOPLE MAY DIE\" |F TRUMP REFUSES. TO START COOPERATING WITH TRANSITION PROCESS
2020-11-17 00:01:00	FOXNEWSW	11	FOXNEWSW_20201117_000000_The_Story_With_Martha_MacCallum/start/60	GEORGIA RECOUNT FINDS 2,6OO NEW VOTES. I
2020-11-17 00:01:00	MSNBCW	7	MSNBCW_20201117_000000_The_ReidOut/start/60	BIDEN DEMANDS ACTION FROM TRUMP ADMIN. ON COVID SURGE
2020-11-17 00:02:00	MSNBCW	7	MSNBCW_20201117_000000_The_ReidOut/start/120	TRUMP RAGE-TWEETS ABOUT ELECTION BUT IGNORES PANDEMIC
2020-11-17 00:03:00	CNNW	5	CNNW_20201117_000000_Erin_Burnett_OutFront/start/180	BIDEN: \"BEYOND MY COMPREHENSION\" THAT TRUMP IS PLAYING. GOLF INSTEAD OF WORKING ON A STIMULUS PACKAGE
2020-11-17 00:03:00	FOXNEWSW	7	FOXNEWSW_20201117_000000_The_Story_With_Martha_MacCallum/start/180	thn RE I'. A KING Afar-v
2020-11-17 00:04:00	CNNW	10	CNNW_20201117_000000_Erin_Burnett_OutFront/start/240	BIDEN: \"MORE PEOPLE MAY DIE\" |F TRUMP REFUSES. TO START COOPERATING WITH TRANSITION PROCESS
2020-11-17 00:04:00	MSNBCW	5	MSNBCW_20201117_000000_The_ReidOut/start/240	BIDEN URGES TRUMP ADMIN. TO COOPERATE WITH TRANSITION TEAM
2020-11-17 00:05:00	BBCNEWS	8	BBCNEWS_20201117_000000_BBC_World_News/start/300	Moderna COVid vaccine. Moderna Inc says its vaccine is 945% effective against Cov'xd-19
2020-11-17 00:05:00	MSNBCW	7	MSNBCW_20201117_000000_The_ReidOut/start/300	r. . _DR. CHRIS PERNELL PUBLIC HEALTH PHYSICIAN
2020-11-17 00:06:00	BBCNEWS	7	BBCNEWS_20201117_000000_BBC_World_News/start/360	U5 President-elect
2020-11-17 00:06:00	MSNBCW	11	MSNBCW_20201117_000000_The_ReidOut/start/360	BIDEN URGES TRUMP ADMIN. TO COOPERATE ON TRANSITION
2020-11-17 00:07:00	BBCNEWS	7	BBCNEWS_20201117_000000_BBC_World_News/start/420	US Presidential transition. Biden: More people will die if Trump obstructs transition\nUS Presidential transition. President-elect Joe Biden on rebuilding economy hit by Cuvid-19
2020-11-17 00:07:00	FOXNEWSW	12	FOXNEWSW_20201117_000000_The_Story_With_Martha_MacCallum/start/420	OBAMA URGES PRESIDENT TRUMP TO CONCEDE. . AND \"THINK BEYOND YOUR OWN EGO\". W
2020-11-17 00:07:00	MSNBCW	5	MSNBCW_20201117_000000_The_ReidOut/start/420	KLAIN: NEED A \"SEAMLESS TRANSITION\" DURING \"ONGOING CRISIS\
2020-11-17 00:08:00	BBCNEWS	7	BBCNEWS_20201117_000000_BBC_World_News/start/480	US Presidential transition. Security experts worry over 'delayed transition'\nUS Presidential transition. Joe Biden can't access daily briefings and other classified materials
2020-11-17 00:08:00	FOXNEWSW	7	FOXNEWSW_20201117_000000_The_Story_With_Martha_MacCallum/start/480	. GEORGIA RECOUNT FINDS 2,6OO NEW VOTES. [
2020-11-17 00:08:00	MSNBCW	7	MSNBCW_20201117_000000_The_ReidOut/start/480	BIDEN URGES TRUMP ADMIN. TO COOPERATE ON TRANSITION\nKLAIN: NEED A \"SEAMLESS TRANSITION\" DURING \"ONGOING CRISIS\
2020-11-17 00:09:00	BBCNEWS	5	BBCNEWS_20201117_000000_BBC_World_News/start/540	US Presidential transition. Biden: Congress should come together to pass Covid relief package
2020-11-17 00:09:00	CNNW	14	CNNW_20201117_000000_Erin_Burnett_OutFront/start/540	TRUMP TWEETS BASELESS ELECTION CLAIMS AS COVID CASES SURGE
2020-11-17 00:10:00	CNNW	9	CNNW_20201117_000000_Erin_Burnett_OutFront/start/600	BIDEN: \"MORE PEOPLE MAY DIE\" |F TRUMP REFUSES. TO START COOPERATING WITH TRANSITION PROCESS
2020-11-17 00:10:00	MSNBCW	11	MSNBCW_20201117_000000_The_ReidOut/start/600	BIDEN: \"MORE PEOPLE MAY DIE IF WE DON'T COORDINATE\
2020-11-17 00:11:00	CNNW	13	CNNW_20201117_000000_Erin_Burnett_OutFront/start/660	BIDEN: \"MORE PEOPLE MAY DIE\" IF TRUMP KEEPS DELAYING TRANSITION. . Prof. Michael Osterholm Biden Covid-19 advisory board member
2020-11-17 00:12:00	CNNW	10	CNNW_20201117_000000_Erin_Burnett_OutFront/start/720	BIDEN: \"MORE PEOPLE MAY DIE\" |F TRUMP REFUSES. TO START COOPERATING WITH TRANSITION PROCESS
2020-11-17 00:13:00	CNNW	5	CNNW_20201117_000000_Erin_Burnett_OutFront/start/780	BIDEN: \"MORE PEOPLE MAY DIE\" IF TRUMP KEEPS DELAYING TRANSITION. . Prof. Michael Osterholm Biden Covid-19 advisory board member
2020-11-17 00:14:00	CNNW	9	CNNW_20201117_000000_Erin_Burnett_OutFront/start/840	BIDEN: \"MORE PEOPLE MAY DIE\" |F TRUMP REFUSES. TO START COOPERATING WITH TRANSITION PROCESS
2020-11-17 00:14:00	FOXNEWSW	8	FOXNEWSW_20201117_000000_The_Story_With_Martha_MacCallum/start/840	POLICE MAKE ARRESTS AFTER TRUMP SUPPORTERS. . A'ITACKED FOLLOWING MAGA MARCH
2020-11-17 00:14:00	MSNBCW	5	MSNBCW_20201117_000000_The_ReidOut/start/840	BIDEN: \"MORE PEOPLE MAY DIE IF WE DON'T COORDINATE\"\nBIDEN URGES TRUMP ADMIN. TO COOPERATE ON TRANSITION
2020-11-17 00:15:00	CNNW	8	CNNW_20201117_000000_Erin_Burnett_OutFront/start/900	BIDEN: \"MORE PEOPLE MAY DIE\" IF TRUMP KEEPS DELAYING TRANSITION. . Prof. Michael Osterholm Biden Covid-19 advisory board member\nBIDEN: \"MORE PEOPLE MAY DIE\" |F TRUMP REFUSES. TO START COOPERATING WITH TRANSITION PROCESS
2020-11-17 00:16:00	BBCNEWS	10	BBCNEWS_20201117_000000_BBC_World_News/start/960	Moderna COVid vaccine. Moderna Inc says its vaccine is 945% effective against Covid-19
2020-11-17 00:16:00	CNNW	9	CNNW_20201117_000000_Erin_Burnett_OutFront/start/960	MODERNA SAYS ITS CORONAVIRUS VACCINE IS 94.5% EFFECTIVE. . Dr. Carlos del Rio Investigator in Emory University's Moderna vaccine trial
2020-11-17 00:17:00	BBCNEWS	10	BBCNEWS_20201117_000000_BBC_World_News/start/1020	Moderna Covid vaccine. Moderna was \ufb01rsk to mt experimemal vaccine on people
2020-11-17 00:17:00	CNNW	14	CNNW_20201117_000000_Erin_Burnett_OutFront/start/1020	MODERNA SAYS ITS CORONAVIRUS VACCINE IS 94.5% EFFECTIVE
2020-11-17 00:18:00	BBCNEWS	5	BBCNEWS_20201117_000000_BBC_World_News/start/1080	Moderna COVid vaccine. Pfizer & BioNTech say their vaccine is more than 9O% effective\nModerna COVid vaccine. Moderna was \ufb01rst to test experimental vaccine on people
2020-11-17 00:18:00	CNNW	9	CNNW_20201117_000000_Erin_Burnett_OutFront/start/1080	BIDEN: \"MORE PEOPLE MAY DIE\" IF TRUMP KEEPS DELAYING TRANSITION. . Dr. Carlos del Rio Investigator in Emory University's Moderna vaccine trial
2020-11-17 00:20:00	MSNBCW	6	MSNBCW_20201117_000000_The_ReidOut/start/1200	STATES REIMPOSE RESTRICTIONS AMID COVID SURGE
2020-11-17 00:21:00	FOXNEWSW	4	FOXNEWSW_20201117_000000_The_Story_With_Martha_MacCallum/start/1260	SEVERAL STATES ANNOUNCE NEW. RESTRICTIONS AS COVID-19 SURGES ,
2020-11-17 00:22:00	MSNBCW	13	MSNBCW_20201117_000000_The_ReidOut/start/1320	STATES & CITIES IMPOSE NEW COVID RESTRICTIONS AMID SURGE
2020-11-17 00:23:00	CNNW	7	CNNW_20201117_000000_Erin_Burnett_OutFront/start/1380	GA'S REPUBLICAN SECY. OF STATE SAYS GOP, INCLUDING. SEN. GRAHAM, PRESSURING HIM TO TOSS LEGAL BALLOTS
2020-11-17 00:23:00	MSNBCW	8	MSNBCW_20201117_000000_The_ReidOut/start/1380	NY GOVERNOR ON STATE\u2019S COVID RESPONSE
2020-11-17 00:24:00	CNNW	10	CNNW_20201117_000000_Erin_Burnett_OutFront/start/1440	GA SECY. OF STATE SAYS GRAHAM ASKED ABOUT MAIL-IN BALLOTS:. \"I GOT THE SENSE |T IMPLIED... THROW THOSE OUT\
2020-11-17 00:25:00	MSNBCW	4	MSNBCW_20201117_000000_The_ReidOut/start/1500	OFFICIALS AIM FOR 2OM VACCINATIONS BY END OF YEAR
2020-11-17 00:26:00	CNNW	11	CNNW_20201117_000000_Erin_Burnett_OutFront/start/1560	GEORGIA'S GOP SECRETARY OF STATE SAYS SEN. GRAHAM. IMPLIED HE WANTED LEGALLY CAST BALLOTS THROWN OUT
2020-11-17 00:26:00	MSNBCW	6	MSNBCW_20201117_000000_The_ReidOut/start/1560	NY PREPARES POTENTIAL VACCINE DISTRIBUTION PLAN
2020-11-17 00:27:00	CNNW	4	CNNW_20201117_000000_Erin_Burnett_OutFront/start/1620	TRUMP SOWS DOUBT ON GEORGIA RECOUNT AS HE REFUSES TO CONCEDE. . Gabriel Sterling Georgia Voting System Implementation Manager
2020-11-17 00:27:00	MSNBCW	9	MSNBCW_20201117_000000_The_ReidOut/start/1620	OFFICIALS AIM FOR 2OM VACCINATIONS BY END OF YEAR
2020-11-17 00:28:00	CNNW	7	CNNW_20201117_000000_Erin_Burnett_OutFront/start/1680	TRUMP FALSELY CLAIMS TWICE IN 24 HOURS: \"I WON THE ELECTION\". . Gabriel Sterling Georgia Voting System Implementation Manager
2020-11-17 00:28:00	FOXNEWSW	5	FOXNEWSW_20201117_000000_The_Story_With_Martha_MacCallum/start/1680	DR SCOTT ATIAS TAKING HEAT FOR TELLING MICHIGAN. TO 'RISE UP' AGAINST CQVID-I 9 RESTRICTIONS
2020-11-17 00:28:00	MSNBCW	10	MSNBCW_20201117_000000_The_ReidOut/start/1680	NY HAS ALMOST HALF A MILLION CASES & AT LEAST 34,8O5 DEATHS\nSTATES & CITIES IMPOSE NEW COVID RESTRICTIONS AMID SURGE
2020-11-17 00:29:00	CNNW	10	CNNW_20201117_000000_Erin_Burnett_OutFront/start/1740	TRUMP FALSELY CLAIMS TWICE IN 24 HOURS: \"I WON THE ELECTION\
2020-11-17 00:29:00	FOXNEWSW	6	FOXNEWSW_20201117_000000_The_Story_With_Martha_MacCallum/start/1740	DR SCOTT ATLAS TAKING HEAT FOR TELLING MICHIGAN. TO 'RISE UP' AGAINST COVID-I 9 RESTRICTIONS\nDR SCOTT ATLAS TAKING HEAT FOR TELLING MICHIGAN. . TO 'RISE UP' AGAINST COVID-I 9 RESTRICTIONS
2020-11-17 00:29:00	MSNBCW	10	MSNBCW_20201117_000000_The_ReidOut/start/1740	STATES & CITIES IMPOSE NEW COVID RESTRICTIONS AMID SURGE
2020-11-17 00:33:00	BBCNEWS	10	BBCNEWS_20201117_003000_HARDtalk/start/180	lMInIsIer or Justlce, rum-
2020-11-17 00:34:00	FOXNEWSW	12	FOXNEWSW_20201117_000000_The_Story_With_Martha_MacCallum/start/2040	8OO-946-812O7a'mLEEE'w. . Call to Speak with a Licensed Insurance Agent
2020-11-17 00:35:00	MSNBCW	7	MSNBCW_20201117_000000_The_ReidOut/start/2100	TRUMP ADMIN. REFUSING TO COOPERATE WITH BIDEN TRANSITION
2020-11-17 00:36:00	MSNBCW	10	MSNBCW_20201117_000000_The_ReidOut/start/2160	BIDEN TRANSITION DELAYED AS TRUMP ADMIN. PURGES EMPLOYEES
2020-11-17 00:37:00	CNNW	4	CNNW_20201117_000000_Erin_Burnett_OutFront/start/2220	BIDEN: SMALL BUSINESSES \"TEETERING ON THE EDGE\" IN PANDEMIC;. TX FOOD BANK SEES LARGEST DISTRIBUTION EVER THIS WEEKEND
2020-11-17 00:37:00	FOXNEWSW	5	FOXNEWSW_20201117_000000_The_Story_With_Martha_MacCallum/start/2220	SEN SUSAN COLLINS ON HER 'STUNNING' REELECTION. . \\ EYHT .TTQTVF'. '\\
2020-11-17 00:37:00	MSNBCW	14	MSNBCW_20201117_000000_The_ReidOut/start/2220	BIDEN EXPECTED TO UNDO CONTROVERSIAL IMMIGRATION MEASURES
2020-11-17 00:38:00	CNNW	4	CNNW_20201117_000000_Erin_Burnett_OutFront/start/2280	BIDEN: \"BEYOND MY COMPREHENSION\" THAT TRUMP IS PLAYING. GOLF INSTEAD OF WORKING ON A STIMULUS PACKAGE
2020-11-17 00:38:00	MSNBCW	7	MSNBCW_20201117_000000_The_ReidOut/start/2280	BIDEN EXPECTED TO UNDO CONTROVERSIAL IMMIGRATION MEASURES\nTRUMP MOTORCADE DRIVES THROUGH DC MAGA RALLY
2020-11-17 00:39:00	CNNW	6	CNNW_20201117_000000_Erin_Burnett_OutFront/start/2340	Douglas HOItZ\u2014Eakin I Former Director, Congressional Budget Office\nBIDEN: \"BEYOND MY COMPREHENSION\" THAT TRUMP IS PLAYING. GOLF INSTEAD OF WORKING ON A STIMULUS PACKAGE
2020-11-17 00:39:00	MSNBCW	3	MSNBCW_20201117_000000_The_ReidOut/start/2340	POLITICIZATION OF MASK USE CREATES PUBLIC HEALTH CONCERNS
2020-11-17 00:40:00	CNNW	4	CNNW_20201117_000000_Erin_Burnett_OutFront/start/2400	BIDEN: \"BEYOND MY COMPREHENSION\" THAT TRUMP IS PLAYING. GOLF INSTEAD OF WORKING ON A STIMULUS PACKAGE
2020-11-17 00:40:00	FOXNEWSW	8	FOXNEWSW_20201117_000000_The_Story_With_Martha_MacCallum/start/2400	SANDERS: WE ARE GOING TO MAKE SURE. . OUR IDEAS ARE IMPLEMENTED
2020-11-17 00:41:00	CNNW	6	CNNW_20201117_000000_Erin_Burnett_OutFront/start/2460	BIDEN: SMALL BUSINESSES \"TEETERING ON THE EDGE\" IN PANDEMIC. . Catherine Rampell CJ\\N Economics Commentator
2020-11-17 00:41:00	FOXNEWSW	4	FOXNEWSW_20201117_000000_The_Story_With_Martha_MacCallum/start/2460	. ONE-ON-ONE WITH SENATOR SUSAN COLLINS (R-ME). . \\ EYHT .TTQTV'F'. \\
2020-11-17 00:42:00	CNNW	9	CNNW_20201117_000000_Erin_Burnett_OutFront/start/2520	TRUMP TOUTS STOCK MARKET GAINS AS CORONAVIRUS CASES SURGE. . Douglas HOItZ\u2014Eakin Former Director, Congressional Budget Office
2020-11-17 00:43:00	CNNW	3	CNNW_20201117_000000_Erin_Burnett_OutFront/start/2580	Firstand only FDAappmved forthis indication
2020-11-17 00:45:00	CNNW	8	CNNW_20201117_000000_Erin_Burnett_OutFront/start/2700	electricity for public safety
2020-11-17 00:46:00	CNNW	6	CNNW_20201117_000000_Erin_Burnett_OutFront/start/2760	INCOMING REP. CORI BUSH SAYS REPUBLICANS. MISTOOK HER FOR BREONNA TAYLOR
2020-11-17 00:46:00	MSNBCW	10	MSNBCW_20201117_000000_The_ReidOut/start/2760	TRUMP & AIIIES' IIES TAKE ON NEW SIGNIFICANCE AMII] PANDEMIB
2020-11-17 00:47:00	FOXNEWSW	11	FOXNEWSW_20201117_000000_The_Story_With_Martha_MacCallum/start/2820	. GOP WOMEN SEE RECORD-BREAKING SUCCESS IN THE HOUSE. . '
2020-11-17 00:48:00	CNNW	4	CNNW_20201117_000000_Erin_Burnett_OutFront/start/2880	REP.-ELECT CORI BUSH WORE A BRIANNA TAYLOR MASK;. SOME REPUBLICAN REPS THOUGHT IT WAS HER NAME
2020-11-17 00:49:00	CNNW	4	CNNW_20201117_000000_Erin_Burnett_OutFront/start/2940	INCOMING REP. CORI BUSH SAYS REPUBLICANS. MISTOOK HER FOR BREONNA TAYLOR
2020-11-17 00:51:00	CNNW	9	CNNW_20201117_000000_Erin_Burnett_OutFront/start/3060	INCOMING REP. CORI BUSH SHOPS IN THRIFI' STORES FOR. CONGRESSIONAL CLOTHES: \"MOST MEMBERS AREN'T WORKING CLASS\
2020-11-17 00:52:00	MSNBCW	11	MSNBCW_20201117_000000_The_ReidOut/start/3120	INCUMING GDP HOUSE FRESHMEN ADOPT TRUMP\u2019S lYING WAYS
