date_time_(UTC)	channel	duration	https://archive.org/details/	text
2021-08-31 00:00:00	MSNBCW	12	MSNBCW_20210830_230000_The_ReidOut/start/3600	ANOW NOW 1O contact your ramity y
2021-08-31 00:01:00	CNNW	40	CNNW_20210831_000000_Anderson_Cooper_360/start/60	US. MILITARY DEPARTS AFGHANISTAN, ENDING LONGEST U.S. WAR\nU.S. MILITARY DEPARTS AFGHANISTAN, ENDING LONGEST U.S. WAR. . . . Antony Blinken | Secretary of State
2021-08-31 00:01:00	MSNBCW	24	MSNBCW_20210831_000000_All_In_With_Chris_Hayes/start/60	PENTAGON ANNOUNCES COMPLETION. OF MILITARY WITHDRAWAL FROM AFGHANISTAN
2021-08-31 00:03:00	CNNW	35	CNNW_20210831_000000_Anderson_Cooper_360/start/180	SECRETARY OF STATE: \"UNDER 2OO AND LIKELY CLOSER TO 1OO\". AMERICANS WHO REMAIN IN AFGHANISTAN AND WANT TO LEAVE.\nUS. MILITARY DEPARTS AFGHANISTAN, ENDING LONGEST U.S. WAR
2021-08-31 00:03:00	MSNBCW	25	MSNBCW_20210831_000000_All_In_With_Chris_Hayes/start/180	PENTAGON: LAST U.S. MILITARY PLANES HAVE. LEFT AFGHANISTAN, MARKING END OF 2O-YEAR MISSION\n| BIDEN OVERSEES \"DIGNIFIED TRANSFER\" OF 13 FALLEN TROOF\n. BIDEN OVERSEES \"DIGNIFIED TRANSFER\" OF 13 FALLEN TROOF
2021-08-31 00:04:00	BBCNEWS	17		a I. —~. . [8]8[CITAY (RN\nU troops withdraw from Afghanistan. Blinken: We will continue efforts to help those who want to leave\nU troops withdraw from...
2021-08-31 00:04:00	MSNBCW	62	MSNBCW_20210831_000000_All_In_With_Chris_Hayes/start/240	PENTAGON: LAST U.S. MILITARY PLANES HAVE. LEFT AFGHANISTAN, MARKING END OF 2O-YEAR MISSION
2021-08-31 00:05:00	BBCNEWS	12		U roops withdraw from Alghanistan. Blinken: US suspending Kabul presence, moving operations to Doha\nUd roops withdraw from Alghanistan. Blinken: Less than 2OO Americans believed to have remainedin Afghanistan\nUd roops withdraw from...
2021-08-31 00:05:00	CNNW	29	CNNW_20210831_000000_Anderson_Cooper_360/start/300	US. MILITARY DEPARTS AFGHANISTAN, ENDING LONGEST U.S. WAR\nBIDEN TO ADDRESS NATION TOMORROW AFTER THANKING. MILITARY FOR EXECUTING “DANGEROUS” EXIT FROM AFGHANISTAN\nSECRETARY OF STATE: \"UNDER...
2021-08-31 00:06:00	BBCNEWS	11		Uo troops withdraw from Alghanistan. US military has completed withdrawal of its forces from Afghanistan\nUo troops withdraw from Alghanistan. US and coalition military aircraft evacuated more than 123,OOO civilians\nU troops withdraw from...
2021-08-31 00:06:00	CNNW	33	CNNW_20210831_000000_Anderson_Cooper_360/start/360	BIDEN TO ADDRESS NATION TOMORROW AFTER THANKING. MILITARY FOR EXECUTING “DANGEROUS” EXIT FROM AFGHANISTAN\nTOP U.S. GENERAL IN MIDDLE EAST: “WE DID NOT GET. EVERYBODY OUT THAT WE WANTED TO GET OUT”
2021-08-31 00:07:00	BBCNEWS	11		U troops witharaw Irom Aighanistan. Pentagon admits it could not evacuate as many from Kabul as hoped\nUo troops withdraw from Aighanistan. US ambassador aboard last C-17 flight out of Afghanistan\nUo troops witharaw Irom Aighanistan. US...
2021-08-31 00:07:00	CNNW	23	CNNW_20210831_000000_Anderson_Cooper_360/start/420	SECRETARY OF STATE: \"UNDER 2OO AND LIKELY CLOSER TO 1OO\". AMERICANS WHO REMAIN IN AFGHANISTAN AND WANT TO LEAVE\nUS. MILITARY DEPARTS AFGHANISTAN, ENDING LONGEST U.S. WAR\nBIDEN TO ADDRESS NATION TOMORROW AFTER THANKING. MILITARY FOR EXECUTING...
2021-08-31 00:08:00	BBCNEWS	11		Uo troops witharaw Irom Aighanistan. Final US evacuation flight has left Kabul airport\nUo 1roops withdraw from Alghanistan. Pentagon: Taliban have been \"pragmatic\"\nU troops witharaw Irom Aighanistan. Pentagon: Taliban...
2021-08-31 00:09:00	BBCNEWS	10		Ud 1roops withdraw from Algnanistan. Secretary of state to lead coordination with international partners
2021-08-31 00:09:00	MSNBCW	53	MSNBCW_20210831_000000_All_In_With_Chris_Hayes/start/540	PENTAGON: MILITARY PHASE OF OPERATION TO. EVACUATE AMERICANS, AFGHAN ALLIES HAS ENDED\nPENTAGON: LAST U.S. MILITARY PLANES HAVE. LEFT AFGHANISTAN, MARKING END OF 2O-YEAR MISSION
2021-08-31 00:10:00	CNNW	31	CNNW_20210831_000000_Anderson_Cooper_360/start/600	U.S. MILITARY DEPARTS AFGHANISTAN, ENDING LONGEST U.S. WAR. . Voice of Nabih Bulos | Los Angeles Times\nSECRETARY OF STATE: \"UNDER 2OO AND LIKELY CLOSER TO 1OO\". AMERICANS WHO REMAIN IN AFGHANISTAN AND WANT TO LEAVE\nUS. MILITARY DEPARTS...
2021-08-31 00:10:00	MSNBCW	30	MSNBCW_20210831_000000_All_In_With_Chris_Hayes/start/600	| PENTAGON: MORE THAN 122,5OO EVACUATED FROM AFGHANISTA\nPENTAGON: MILITARY PHASE OF OPERATION TO. EVACUATE AMERICANS, AFGHAN ALLIES HAS ENDED\nFOREIGN CORRESPONDE!
2021-08-31 00:11:00	BBCNEWS	14		[8]8[CITATY
2021-08-31 00:11:00	MSNBCW	6	MSNBCW_20210831_000000_All_In_With_Chris_Hayes/start/660	| PENTAGON: MORE THAN 122,5OO EVACUATED FROM AFGHANISTA
2021-08-31 00:12:00	MSNBCW	49	MSNBCW_20210831_000000_All_In_With_Chris_Hayes/start/720	PENTAGON: MILITARY PHASE OF OPERATION TO. EVACUATE AMERICANS, AFGHAN ALLIES HAS ENDED\nVL) Ol. ANDREW BACEVICH \"AFTER THE APOCALYPX
