date_time_(UTC)	channel	duration	https://archive.org/details/	text
2021-01-19 00:00:00	CNNW	18	CNNW_20210118_230000_The_Situation_Room_With_Wolf_Blitzer/start/3600	)UT-N'EXT\nIN MEMORY: THE PEOPLE BEHIND THE PANDEMIC\nTRUMP APPEARS TO BE PREPARING FOR FINAL VIDEO MESSAGE
2021-01-19 00:01:00	CNNW	40	CNNW_20210119_000000_Erin_Burnett_OutFront/start/60	TRUMP APPEARS TO BE PREPARING FOR FINAL VIDEO MESSAGE\nTRUMP HOLDS MEETING ON PARDONS IN FINAL HOURS OF PRESIDENCY
2021-01-19 00:01:00	FOXNEWSW	26	FOXNEWSW_20210119_000000_FOX_News_Primetime/start/60	A TALE OF TWO AMERICAS\nBIG TECH'S CONSERVATIVE CRACKDOWN '. . ....4_... DAN IONGINO. . m1
2021-01-19 00:01:00	MSNBCW	45	MSNBCW_20210119_000000_The_ReidOut/start/60	SECURITY CONCERNS SOAR AHEAD OF BIDEN INAUGURATION
2021-01-19 00:02:00	FOXNEWSW	3	FOXNEWSW_20210119_000000_FOX_News_Primetime/start/120	) BIG TECH s CONSERVATIVE CRACKDOWN \\. . .4\u201c DAN IONGINO. } m
2021-01-19 00:02:00	MSNBCW	22	MSNBCW_20210119_000000_The_ReidOut/start/120	SECURITY CONCERNS SOAR AHEAD OF BIDEN INAUGURATION\nCAPITOL RIOTER: \"I WAS FOLLOWING MY PRESIDENT\
2021-01-19 00:03:00	CNNW	62	CNNW_20210119_000000_Erin_Burnett_OutFront/start/180	TRUMP APPEARS TO BE PREPARING FOR FINAL VIDEO MESSAGE;. DRAMATIC NEW VIDEO FROM RIOT: I'WE ARE LISTENING TO TRUMP\
2021-01-19 00:03:00	FOXNEWSW	38	FOXNEWSW_20210119_000000_FOX_News_Primetime/start/180	BIG TECH'S CONSERVATIVE CRACKDOWN
2021-01-19 00:04:00	MSNBCW	61	MSNBCW_20210119_000000_The_ReidOut/start/240	SECURITY CONCERNS SOAR AHEAD OF BIDEN INAUGURATION
2021-01-19 00:05:00	FOXNEWSW	13	FOXNEWSW_20210119_000000_FOX_News_Primetime/start/300	BIG TECH s CONSERVATIVE CRACKDOWN ' ' '. . GLENN GREENWALD. m
2021-01-19 00:05:00	MSNBCW	54	MSNBCW_20210119_000000_The_ReidOut/start/300	FBI VEITING NATIONAL GUARD TROOPS DEPLOYED TO DC\nDC ON HIGH ALERT AHEAD OF BIDEN INAUGURATION
2021-01-19 00:06:00	CNNW	57	CNNW_20210119_000000_Erin_Burnett_OutFront/start/360	WH OFFICIAL: TRUMP HELD A MEETING ON PARDONS TODAY. AS HE PREPARES TO ISSUE ABOUT 1OO PARDONS TOMORROW\nTRUMP APPEARS TO BE PREPARING FOR FINAL VIDEO MESSAGE. . Kaitlan Collins OW White House Correspondent
2021-01-19 00:06:00	MSNBCW	34	MSNBCW_20210119_000000_The_ReidOut/start/360	DC ON HIGH ALERT AHEAD OF BIDEN INAUGURATION\n25,OOO NATIONAL GUARD IN DC FOR BIDEN INAUGURATION
2021-01-19 00:07:00	CNNW	62	CNNW_20210119_000000_Erin_Burnett_OutFront/start/420	WH OFFICIAL: TRUMP HELD A MEETING ON PARDONS TODAY. AS HE PREPARES TO ISSUE ABOUT 1OO PARDONS TOMORROW
2021-01-19 00:07:00	MSNBCW	25	MSNBCW_20210119_000000_The_ReidOut/start/420	FBI VEITING NATIONAL GUARD TROOPS DEPLOYED TO DC\nFBI WARNS OF ARMED PROTESTS IN ALL 5O STATES\n25,OOO NATIONAL GUARD IN DC FOR BIDEN INAUGURATION\nDC ON HIGH ALERT AHEAD OF BIDEN...
2021-01-19 00:08:00	CNNW	47	CNNW_20210119_000000_Erin_Burnett_OutFront/start/480	TRUMP APPEARS TO BE PREPARING FOR FINAL VIDEO MESSAGE;. DRAMATIC NEW VIDEO FROM RIOT: I'WE ARE LISTENING TO TRUMP\"\nWH OFFICIAL: TRUMP HELD A MEETING ON PARDONS TODAY. AS HE PREPARES TO ISSUE ABOUT 1OO PARDONS TOMORROW
2021-01-19 00:08:00	MSNBCW	62	MSNBCW_20210119_000000_The_ReidOut/start/480	SECURITY CONCERNS SOAR AHEAD OF BIDEN INAUGURATION
2021-01-19 00:09:00	FOXNEWSW	16	FOXNEWSW_20210119_000000_FOX_News_Primetime/start/540	DEM REP: NATIONAL GUARD TROOPS WHO _ '. VOTED FOR TRUMP COULD BE DANGEROUS W\nDEM REP: NATIONAL GUARD TROOPS WHO \\m 7. VOTED FOR TRUMP COULD BE DANGEROUS. . . . ... GLENN GREENW'ALu\nDEM REP: NATIONAL GUARD TROOPS...
2021-01-19 00:09:00	MSNBCW	34	MSNBCW_20210119_000000_The_ReidOut/start/540	GOP SEN. GRAHAM URGES SCHUMER TO DISMISS IMPEACHMENT\nSECURITY CONCERNS SOAR AHEAD OF BIDEN INAUGURATION
2021-01-19 00:11:00	FOXNEWSW	17	FOXNEWSW_20210119_000000_FOX_News_Primetime/start/660	BIG TECH' S CONSERVATIVE CRACKDOVVIN my: 55.164\"\nBIG TECH' S CONSERVATIVE CRACKDOWN\nDEM REP: NATIONAL GUARD TROOPS WHO. M VOTED FOR TRUMP COULD BE DANGEROUS. . . . GLENN GREENW'ALE
2021-01-19 00:11:00	MSNBCW	47	MSNBCW_20210119_000000_The_ReidOut/start/660	COHEN: REP. BOEBERT TOOK \"LARGE GROUP\". ON TOUR OF CAPITOL BEFORE DEADLY RIOT\nSECURITY CONCERNS SOAR AHEAD OF BIDEN INAUGURATION
2021-01-19 00:12:00	CNNW	34	CNNW_20210119_000000_Erin_Burnett_OutFront/start/720	WH OFFICIAL: TRUMP HELD A MEETING ON PARDONS TODAY. AS HE PREPARES TO ISSUE ABOUT 1OO PARDONS TOMORROW\nTRUMP HOLDS MEETING ON PARDONS IN FINAL HOURS OF PRESIDENCY. . Laurence Tribe Author, \"To End a Presidency, The Power of...
2021-01-19 00:12:00	FOXNEWSW	14	FOXNEWSW_20210119_000000_FOX_News_Primetime/start/720	BIG TECH'S CONSERVATIVE CRACKDOWN '. . _... MARK MORGAN\nBIG TECH' S CONSERVATIVE CRACKDOWN '. . _._. MARK MORGAN\nBIG TECH'S CONSERVATIVE CRACKDOWN. . _. MARK MORGAN\nBIG TECH'S CONSERVATIVE...
2021-01-19 00:12:00	MSNBCW	26	MSNBCW_20210119_000000_The_ReidOut/start/720	DC ON HIGH ALERT AHEAD OF BIDEN INAUGURATION\nCOHEN: REP. BOEBERT TOOK \"LARGE GROUP\". ON TOUR OF CAPITOL BEFORE DEADLY RIOT
2021-01-19 00:13:00	BBCNEWS	7		u in Bolivia after evading capture for 38 years\nelection - the \ufb01rst woman to do so
2021-01-19 00:13:00	FOXNEWSW	11	FOXNEWSW_20210119_000000_FOX_News_Primetime/start/780	CNN ANCHOR: PEOPlE WHO DON' TWANT LIES WATCH CNN mylgmgn'\nBIG TECH'S CONSERVATIVE CRACKDOWN ' '. . \u201dM MARK MORGAN
